train_id,station,station_code,line,arrival_time,stop_number,delay_minutes
WR_091,Malad,MDD,Western,19:55,20,8
WR_091,Kandivali,KLE,Western,19:58,21,8
WR_091,Borivali,BO/BVI,Western,20:04,22,7
WR_091,Dahisar,DIC,Western,20:09,23,9
WR_091,Mira Road,MIRA,Western,20:14,24,9
WR_091,Bhayander,BY,Western,20:19,25,5
WR_091,Naigaon,NIG,Western,20:25,26,5
WR_091,Vasai Road,BSR/BS,Western,20:30,27,10
WR_091,Nalla Sopara,NSP,Western,20:35,28,6
WR_091,Virar,VR,Western,20:41,29,8
WR_091,Vaitarna,VTN,Western,20:50,30,8
WR_091,Saphale,SAH,Western,20:58,31,11
WR_091,Kelve Road,KLV,Western,21:06,32,3
WR_091,Palghar,PLG,Western,21:21,33,3
WR_091,Umroli Road,UOI,Western,21:27,34,3
WR_091,Boisar,BOR,Western,21:33,35,3
WR_091,Vangaon,VGN,Western,21:42,36,1
WR_091,Dahanu Road,DRD,Western,21:55,37,3
WR_092,Churchgate,CCG,Western,19:10,1,10
WR_092,Marine Lines,MEL,Western,19:13,2,9
WR_092,Charni Road,CYR,Western,19:15,3,8
WR_092,Grant Road,GTR,Western,19:18,4,6
WR_092,Mumbai Central,MMCT,Western,19:20,5,10
WR_092,Mahalakshmi,MX,Western,19:23,6,5
WR_092,Lower Parel,PL,Western,19:26,7,11
WR_092,Prabhadevi,PBHD,Western,19:29,8,8
WR_092,Dadar,D/DR/DDR,Western,19:31,9,13
WR_092,Matunga Road,MRU,Western,19:33,10,8
WR_092,Mahim Jn,MM,Western,19:36,11,7
WR_092,Bandra,B/BA,Western,19:40,12,10
WR_092,Khar Road,KHAR,Western,19:43,13,8
WR_092,Santacruz,STC,Western,19:45,14,10
WR_092,Vile Parle,VLP,Western,19:48,15,6
WR_092,Andheri,A/AD/ADH,Western,19:53,16,14
WR_092,Jogeshwari,JOS,Western,19:56,17,5
WR_092,Ram Mandir,RMAR,Western,19:59,18,9
WR_092,Goregaon,GMN,Western,20:01,19,7
WR_092,Malad,MDD,Western,20:05,20,9
WR_092,Kandivali,KLE,Western,20:08,21,8
WR_092,Borivali,BO/BVI,Western,20:14,22,9
WR_092,Dahisar,DIC,Western,20:19,23,11
WR_092,Mira Road,MIRA,Western,20:24,24,11
WR_092,Bhayander,BY,Western,20:29,25,9
WR_092,Naigaon,NIG,Western,20:35,26,6
WR_092,Vasai Road,BSR/BS,Western,20:40,27,11
WR_092,Nalla Sopara,NSP,Western,20:45,28,8
WR_092,Virar,VR,Western,20:51,29,10
WR_092,Vaitarna,VTN,Western,21:00,30,2
WR_092,Saphale,SAH,Western,21:08,31,2
WR_092,Kelve Road,KLV,Western,21:16,32,3
WR_092,Palghar,PLG,Western,21:31,33,2
WR_092,Umroli Road,UOI,Western,21:37,34,2
WR_092,Boisar,BOR,Western,21:43,35,3
WR_092,Vangaon,VGN,Western,21:52,36,3
WR_092,Dahanu Road,DRD,Western,22:05,37,1
WR_093,Churchgate,CCG,Western,19:20,1,11
WR_093,Marine Lines,MEL,Western,19:23,2,10
WR_093,Charni Road,CYR,Western,19:25,3,9
WR_093,Grant Road,GTR,Western,19:28,4,9
WR_093,Mumbai Central,MMCT,Western,19:30,5,9
WR_093,Mahalakshmi,MX,Western,19:33,6,10
WR_093,Lower Parel,PL,Western,19:36,7,5
WR_093,Prabhadevi,PBHD,Western,19:39,8,9
WR_093,Dadar,D/DR/DDR,Western,19:41,9,8
WR_093,Matunga Road,MRU,Western,19:43,10,6
WR_093,Mahim Jn,MM,Western,19:46,11,5
WR_093,Bandra,B/BA,Western,19:50,12,12
WR_093,Khar Road,KHAR,Western,19:53,13,7
WR_093,Santacruz,STC,Western,19:55,14,6
WR_093,Vile Parle,VLP,Western,19:58,15,5
WR_093,Andheri,A/AD/ADH,Western,20:03,16,11
WR_093,Jogeshwari,JOS,Western,20:06,17,6
WR_093,Ram Mandir,RMAR,Western,20:09,18,6
WR_093,Goregaon,GMN,Western,20:11,19,9
WR_093,Malad,MDD,Western,20:15,20,5
WR_093,Kandivali,KLE,Western,20:18,21,11
WR_093,Borivali,BO/BVI,Western,20:24,22,15
WR_093,Dahisar,DIC,Western,20:29,23,6
WR_093,Mira Road,MIRA,Western,20:34,24,10
WR_093,Bhayander,BY,Western,20:39,25,5
WR_093,Naigaon,NIG,Western,20:45,26,9
WR_093,Vasai Road,BSR/BS,Western,20:50,27,8
WR_093,Nalla Sopara,NSP,Western,20:55,28,9
WR_093,Virar,VR,Western,21:01,29,2
WR_093,Vaitarna,VTN,Western,21:10,30,3
WR_093,Saphale,SAH,Western,21:18,31,2
WR_093,Kelve Road,KLV,Western,21:26,32,3
WR_093,Palghar,PLG,Western,21:41,33,3
WR_093,Umroli Road,UOI,Western,21:47,34,3
WR_093,Boisar,BOR,Western,21:53,35,3
WR_093,Vangaon,VGN,Western,22:02,36,1
WR_093,Dahanu Road,DRD,Western,22:15,37,1
WR_094,Churchgate,CCG,Western,19:30,1,11
WR_094,Marine Lines,MEL,Western,19:33,2,9
WR_094,Charni Road,CYR,Western,19:35,3,9
WR_094,Grant Road,GTR,Western,19:38,4,5
WR_094,Mumbai Central,MMCT,Western,19:40,5,9
WR_094,Mahalakshmi,MX,Western,19:43,6,10
WR_094,Lower Parel,PL,Western,19:46,7,11
WR_094,Prabhadevi,PBHD,Western,19:49,8,11
WR_094,Dadar,D/DR/DDR,Western,19:51,9,10
WR_094,Matunga Road,MRU,Western,19:53,10,8
WR_094,Mahim Jn,MM,Western,19:56,11,7
WR_094,Bandra,B/BA,Western,20:00,12,13
WR_094,Khar Road,KHAR,Western,20:03,13,10
WR_094,Santacruz,STC,Western,20:05,14,9
WR_094,Vile Parle,VLP,Western,20:08,15,9
WR_094,Andheri,A/AD/ADH,Western,20:13,16,9
WR_094,Jogeshwari,JOS,Western,20:16,17,10
WR_094,Ram Mandir,RMAR,Western,20:19,18,11
WR_094,Goregaon,GMN,Western,20:21,19,10
WR_094,Malad,MDD,Western,20:25,20,5
WR_094,Kandivali,KLE,Western,20:28,21,7
WR_094,Borivali,BO/BVI,Western,20:34,22,13
WR_094,Dahisar,DIC,Western,20:39,23,7
WR_094,Mira Road,MIRA,Western,20:44,24,10
WR_094,Bhayander,BY,Western,20:49,25,9
WR_094,Naigaon,NIG,Western,20:55,26,11
WR_094,Vasai Road,BSR/BS,Western,21:00,27,2
WR_094,Nalla Sopara,NSP,Western,21:05,28,2
WR_094,Virar,VR,Western,21:11,29,2
WR_094,Vaitarna,VTN,Western,21:20,30,1
WR_094,Saphale,SAH,Western,21:28,31,2
WR_094,Kelve Road,KLV,Western,21:36,32,2
WR_094,Palghar,PLG,Western,21:51,33,1
WR_094,Umroli Road,UOI,Western,21:57,34,1
WR_094,Boisar,BOR,Western,22:03,35,1
WR_094,Vangaon,VGN,Western,22:12,36,1
WR_094,Dahanu Road,DRD,Western,22:25,37,1
WR_095,Churchgate,CCG,Western,19:40,1,8
WR_095,Marine Lines,MEL,Western,19:43,2,6
WR_095,Charni Road,CYR,Western,19:45,3,7
WR_095,Grant Road,GTR,Western,19:48,4,5
WR_095,Mumbai Central,MMCT,Western,19:50,5,6
WR_095,Mahalakshmi,MX,Western,19:53,6,9
WR_095,Lower Parel,PL,Western,19:56,7,10
WR_095,Prabhadevi,PBHD,Western,19:59,8,6
WR_095,Dadar,D/DR/DDR,Western,20:01,9,9
WR_095,Matunga Road,MRU,Western,20:03,10,10
WR_095,Mahim Jn,MM,Western,20:06,11,5
WR_095,Bandra,B/BA,Western,20:10,12,13
WR_095,Khar Road,KHAR,Western,20:13,13,8
WR_095,Santacruz,STC,Western,20:15,14,8
WR_095,Vile Parle,VLP,Western,20:18,15,7
WR_095,Andheri,A/AD/ADH,Western,20:23,16,14
WR_095,Jogeshwari,JOS,Western,20:26,17,6
WR_095,Ram Mandir,RMAR,Western,20:29,18,11
WR_095,Goregaon,GMN,Western,20:31,19,6
WR_095,Malad,MDD,Western,20:35,20,9
WR_095,Kandivali,KLE,Western,20:38,21,9
WR_095,Borivali,BO/BVI,Western,20:44,22,10
WR_095,Dahisar,DIC,Western,20:49,23,10
WR_095,Mira Road,MIRA,Western,20:54,24,6
WR_095,Bhayander,BY,Western,20:59,25,10
WR_095,Naigaon,NIG,Western,21:05,26,1
WR_095,Vasai Road,BSR/BS,Western,21:10,27,3
WR_095,Nalla Sopara,NSP,Western,21:15,28,3
WR_095,Virar,VR,Western,21:21,29,1
WR_095,Vaitarna,VTN,Western,21:30,30,1
WR_095,Saphale,SAH,Western,21:38,31,2
WR_095,Kelve Road,KLV,Western,21:46,32,2
WR_095,Palghar,PLG,Western,22:01,33,1
WR_095,Umroli Road,UOI,Western,22:07,34,0
WR_095,Boisar,BOR,Western,22:13,35,1
WR_095,Vangaon,VGN,Western,22:22,36,0
WR_095,Dahanu Road,DRD,Western,22:35,37,1
WR_096,Churchgate,CCG,Western,19:50,1,10
WR_096,Marine Lines,MEL,Western,19:53,2,8
WR_096,Charni Road,CYR,Western,19:55,3,10
WR_096,Grant Road,GTR,Western,19:58,4,11
WR_096,Mumbai Central,MMCT,Western,20:00,5,11
WR_096,Mahalakshmi,MX,Western,20:03,6,9
WR_096,Lower Parel,PL,Western,20:06,7,11
WR_096,Prabhadevi,PBHD,Western,20:09,8,10
WR_096,Dadar,D/DR/DDR,Western,20:11,9,12
WR_096,Matunga Road,MRU,Western,20:13,10,7
WR_096,Mahim Jn,MM,Western,20:16,11,9
WR_096,Bandra,B/BA,Western,20:20,12,13
WR_096,Khar Road,KHAR,Western,20:23,13,6
WR_096,Santacruz,STC,Western,20:25,14,6
WR_096,Vile Parle,VLP,Western,20:28,15,9
WR_096,Andheri,A/AD/ADH,Western,20:33,16,8
WR_096,Jogeshwari,JOS,Western,20:36,17,6
WR_096,Ram Mandir,RMAR,Western,20:39,18,10
WR_096,Goregaon,GMN,Western,20:41,19,10
WR_096,Malad,MDD,Western,20:45,20,11
WR_096,Kandivali,KLE,Western,20:48,21,9
WR_096,Borivali,BO/BVI,Western,20:54,22,16
WR_096,Dahisar,DIC,Western,20:59,23,8
WR_096,Mira Road,MIRA,Western,21:04,24,3
WR_096,Bhayander,BY,Western,21:09,25,3
WR_096,Naigaon,NIG,Western,21:15,26,3
WR_096,Vasai Road,BSR/BS,Western,21:20,27,3
WR_096,Nalla Sopara,NSP,Western,21:25,28,2
WR_096,Virar,VR,Western,21:31,29,1
WR_096,Vaitarna,VTN,Western,21:40,30,3
WR_096,Saphale,SAH,Western,21:48,31,3
WR_096,Kelve Road,KLV,Western,21:56,32,1
WR_096,Palghar,PLG,Western,22:11,33,0
WR_096,Umroli Road,UOI,Western,22:17,34,0
WR_096,Boisar,BOR,Western,22:23,35,0
WR_096,Vangaon,VGN,Western,22:32,36,1
WR_096,Dahanu Road,DRD,Western,22:45,37,1
WR_097,Churchgate,CCG,Western,20:00,1,11
WR_097,Marine Lines,MEL,Western,20:03,2,9
WR_097,Charni Road,CYR,Western,20:05,3,5
WR_097,Grant Road,GTR,Western,20:08,4,10
WR_097,Mumbai Central,MMCT,Western,20:10,5,7
WR_097,Mahalakshmi,MX,Western,20:13,6,6
WR_097,Lower Parel,PL,Western,20:16,7,11
WR_097,Prabhadevi,PBHD,Western,20:19,8,9
WR_097,Dadar,D/DR/DDR,Western,20:21,9,15
WR_097,Matunga Road,MRU,Western,20:23,10,9
WR_097,Mahim Jn,MM,Western,20:26,11,5
WR_097,Bandra,B/BA,Western,20:30,12,8
WR_097,Khar Road,KHAR,Western,20:33,13,10
WR_097,Santacruz,STC,Western,20:35,14,7
WR_097,Vile Parle,VLP,Western,20:38,15,11
WR_097,Andheri,A/AD/ADH,Western,20:43,16,8
WR_097,Jogeshwari,JOS,Western,20:46,17,6
WR_097,Ram Mandir,RMAR,Western,20:49,18,11
WR_097,Goregaon,GMN,Western,20:51,19,8
WR_097,Malad,MDD,Western,20:55,20,9
WR_097,Kandivali,KLE,Western,20:58,21,9
WR_097,Borivali,BO/BVI,Western,21:04,22,6
WR_097,Dahisar,DIC,Western,21:09,23,2
WR_097,Mira Road,MIRA,Western,21:14,24,3
WR_097,Bhayander,BY,Western,21:19,25,2
WR_097,Naigaon,NIG,Western,21:25,26,3
WR_097,Vasai Road,BSR/BS,Western,21:30,27,3
WR_097,Nalla Sopara,NSP,Western,21:35,28,2
WR_097,Virar,VR,Western,21:41,29,3
WR_097,Vaitarna,VTN,Western,21:50,30,1
WR_097,Saphale,SAH,Western,21:58,31,2
WR_097,Kelve Road,KLV,Western,22:06,32,0
WR_097,Palghar,PLG,Western,22:21,33,0
WR_097,Umroli Road,UOI,Western,22:27,34,1
WR_097,Boisar,BOR,Western,22:33,35,0
WR_097,Vangaon,VGN,Western,22:42,36,1
WR_097,Dahanu Road,DRD,Western,22:55,37,0
WR_098,Churchgate,CCG,Western,20:10,1,5
WR_098,Marine Lines,MEL,Western,20:13,2,7
WR_098,Charni Road,CYR,Western,20:15,3,5
WR_098,Grant Road,GTR,Western,20:18,4,6
WR_098,Mumbai Central,MMCT,Western,20:20,5,11
WR_098,Mahalakshmi,MX,Western,20:23,6,6
WR_098,Lower Parel,PL,Western,20:26,7,10
WR_098,Prabhadevi,PBHD,Western,20:29,8,11
WR_098,Dadar,D/DR/DDR,Western,20:31,9,8
WR_098,Matunga Road,MRU,Western,20:33,10,8
WR_098,Mahim Jn,MM,Western,20:36,11,5
WR_098,Bandra,B/BA,Western,20:40,12,7
WR_098,Khar Road,KHAR,Western,20:43,13,10
WR_098,Santacruz,STC,Western,20:45,14,11
WR_098,Vile Parle,VLP,Western,20:48,15,6
WR_098,Andheri,A/AD/ADH,Western,20:53,16,10
WR_098,Jogeshwari,JOS,Western,20:56,17,9
WR_098,Ram Mandir,RMAR,Western,20:59,18,10
WR_098,Goregaon,GMN,Western,21:01,19,1
WR_098,Malad,MDD,Western,21:05,20,3
WR_098,Kandivali,KLE,Western,21:08,21,3
WR_098,Borivali,BO/BVI,Western,21:14,22,7
WR_098,Dahisar,DIC,Western,21:19,23,3
WR_098,Mira Road,MIRA,Western,21:24,24,3
WR_098,Bhayander,BY,Western,21:29,25,2
WR_098,Naigaon,NIG,Western,21:35,26,1
WR_098,Vasai Road,BSR/BS,Western,21:40,27,1
WR_098,Nalla Sopara,NSP,Western,21:45,28,1
WR_098,Virar,VR,Western,21:51,29,3
WR_098,Vaitarna,VTN,Western,22:00,30,0
WR_098,Saphale,SAH,Western,22:08,31,1
WR_098,Kelve Road,KLV,Western,22:16,32,0
WR_098,Palghar,PLG,Western,22:31,33,1
WR_098,Umroli Road,UOI,Western,22:37,34,1
WR_098,Boisar,BOR,Western,22:43,35,0
WR_098,Vangaon,VGN,Western,22:52,36,1
WR_098,Dahanu Road,DRD,Western,23:05,37,0
WR_099,Churchgate,CCG,Western,20:20,1,9
WR_099,Marine Lines,MEL,Western,20:23,2,9
WR_099,Charni Road,CYR,Western,20:25,3,11
WR_099,Grant Road,GTR,Western,20:28,4,8
WR_099,Mumbai Central,MMCT,Western,20:30,5,7
WR_099,Mahalakshmi,MX,Western,20:33,6,6
WR_099,Lower Parel,PL,Western,20:36,7,11
WR_099,Prabhadevi,PBHD,Western,20:39,8,10
WR_099,Dadar,D/DR/DDR,Western,20:41,9,10
WR_099,Matunga Road,MRU,Western,20:43,10,10
WR_099,Mahim Jn,MM,Western,20:46,11,11
WR_099,Bandra,B/BA,Western,20:50,12,12
WR_099,Khar Road,KHAR,Western,20:53,13,6
WR_099,Santacruz,STC,Western,20:55,14,11
WR_099,Vile Parle,VLP,Western,20:58,15,7
WR_099,Andheri,A/AD/ADH,Western,21:03,16,7
WR_099,Jogeshwari,JOS,Western,21:06,17,3
WR_099,Ram Mandir,RMAR,Western,21:09,18,1
WR_099,Goregaon,GMN,Western,21:11,19,1
WR_099,Malad,MDD,Western,21:15,20,2
WR_099,Kandivali,KLE,Western,21:18,21,2
WR_099,Borivali,BO/BVI,Western,21:24,22,6
WR_099,Dahisar,DIC,Western,21:29,23,3
WR_099,Mira Road,MIRA,Western,21:34,24,1
WR_099,Bhayander,BY,Western,21:39,25,1
WR_099,Naigaon,NIG,Western,21:45,26,2
WR_099,Vasai Road,BSR/BS,Western,21:50,27,2
WR_099,Nalla Sopara,NSP,Western,21:55,28,2
WR_099,Virar,VR,Western,22:01,29,1
WR_099,Vaitarna,VTN,Western,22:10,30,0
WR_099,Saphale,SAH,Western,22:18,31,0
WR_099,Kelve Road,KLV,Western,22:26,32,0
WR_099,Palghar,PLG,Western,22:41,33,1
WR_099,Umroli Road,UOI,Western,22:47,34,1
WR_099,Boisar,BOR,Western,22:53,35,0
WR_099,Vangaon,VGN,Western,23:02,36,0
WR_099,Dahanu Road,DRD,Western,23:15,37,1
WR_100,Churchgate,CCG,Western,20:30,1,6
WR_100,Marine Lines,MEL,Western,20:33,2,7
WR_100,Charni Road,CYR,Western,20:35,3,11
WR_100,Grant Road,GTR,Western,20:38,4,7
WR_100,Mumbai Central,MMCT,Western,20:40,5,5
WR_100,Mahalakshmi,MX,Western,20:43,6,11
WR_100,Lower Parel,PL,Western,20:46,7,7
WR_100,Prabhadevi,PBHD,Western,20:49,8,11
WR_100,Dadar,D/DR/DDR,Western,20:51,9,10
WR_100,Matunga Road,MRU,Western,20:53,10,6
WR_100,Mahim Jn,MM,Western,20:56,11,8
WR_100,Bandra,B/BA,Western,21:00,12,5
WR_100,Khar Road,KHAR,Western,21:03,13,2
WR_100,Santacruz,STC,Western,21:05,14,1
WR_100,Vile Parle,VLP,Western,21:08,15,2
WR_100,Andheri,A/AD/ADH,Western,21:13,16,7
WR_100,Jogeshwari,JOS,Western,21:16,17,2
WR_100,Ram Mandir,RMAR,Western,21:19,18,2
WR_100,Goregaon,GMN,Western,21:21,19,3
WR_100,Malad,MDD,Western,21:25,20,1
WR_100,Kandivali,KLE,Western,21:28,21,1
WR_100,Borivali,BO/BVI,Western,21:34,22,7
WR_100,Dahisar,DIC,Western,21:39,23,1
WR_100,Mira Road,MIRA,Western,21:44,24,1
WR_100,Bhayander,BY,Western,21:49,25,3
WR_100,Naigaon,NIG,Western,21:55,26,3
WR_100,Vasai Road,BSR/BS,Western,22:00,27,0
WR_100,Nalla Sopara,NSP,Western,22:05,28,1
WR_100,Virar,VR,Western,22:11,29,1
WR_100,Vaitarna,VTN,Western,22:20,30,0
WR_100,Saphale,SAH,Western,22:28,31,1
WR_100,Kelve Road,KLV,Western,22:36,32,0
WR_100,Palghar,PLG,Western,22:51,33,1
WR_100,Umroli Road,UOI,Western,22:57,34,1
WR_100,Boisar,BOR,Western,23:03,35,1
WR_100,Vangaon,VGN,Western,23:12,36,0
WR_100,Dahanu Road,DRD,Western,23:25,37,1
WR_101,Churchgate,CCG,Western,20:40,1,10
WR_101,Marine Lines,MEL,Western,20:43,2,9
WR_101,Charni Road,CYR,Western,20:45,3,8
WR_101,Grant Road,GTR,Western,20:48,4,9
WR_101,Mumbai Central,MMCT,Western,20:50,5,5
WR_101,Mahalakshmi,MX,Western,20:53,6,7
WR_101,Lower Parel,PL,Western,20:56,7,9
WR_101,Prabhadevi,PBHD,Western,20:59,8,5
WR_101,Dadar,D/DR/DDR,Western,21:01,9,6
WR_101,Matunga Road,MRU,Western,21:03,10,2
WR_101,Mahim Jn,MM,Western,21:06,11,1
WR_101,Bandra,B/BA,Western,21:10,12,7
WR_101,Khar Road,KHAR,Western,21:13,13,1
WR_101,Santacruz,STC,Western,21:15,14,1
WR_101,Vile Parle,VLP,Western,21:18,15,3
WR_101,Andheri,A/AD/ADH,Western,21:23,16,8
WR_101,Jogeshwari,JOS,Western,21:26,17,3
WR_101,Ram Mandir,RMAR,Western,21:29,18,2
WR_101,Goregaon,GMN,Western,21:31,19,3
WR_101,Malad,MDD,Western,21:35,20,1
WR_101,Kandivali,KLE,Western,21:38,21,1
WR_101,Borivali,BO/BVI,Western,21:44,22,6
WR_101,Dahisar,DIC,Western,21:49,23,3
WR_101,Mira Road,MIRA,Western,21:54,24,1
WR_101,Bhayander,BY,Western,21:59,25,2
WR_101,Naigaon,NIG,Western,22:05,26,1
WR_101,Vasai Road,BSR/BS,Western,22:10,27,0
WR_101,Nalla Sopara,NSP,Western,22:15,28,0
WR_101,Virar,VR,Western,22:21,29,1
WR_101,Vaitarna,VTN,Western,22:30,30,1
WR_101,Saphale,SAH,Western,22:38,31,1
WR_101,Kelve Road,KLV,Western,22:46,32,1
WR_101,Palghar,PLG,Western,23:01,33,0
WR_101,Umroli Road,UOI,Western,23:07,34,0
WR_101,Boisar,BOR,Western,23:13,35,0
WR_101,Vangaon,VGN,Western,23:22,36,1
WR_101,Dahanu Road,DRD,Western,23:35,37,0
WR_102,Churchgate,CCG,Western,20:50,1,5
WR_102,Marine Lines,MEL,Western,20:53,2,10
WR_102,Charni Road,CYR,Western,20:55,3,9
WR_102,Grant Road,GTR,Western,20:58,4,9
WR_102,Mumbai Central,MMCT,Western,21:00,5,2
WR_102,Mahalakshmi,MX,Western,21:03,6,1
WR_102,Lower Parel,PL,Western,21:06,7,2
WR_102,Prabhadevi,PBHD,Western,21:09,8,3
WR_102,Dadar,D/DR/DDR,Western,21:11,9,8
WR_102,Matunga Road,MRU,Western,21:13,10,3
WR_102,Mahim Jn,MM,Western,21:16,11,3
WR_102,Bandra,B/BA,Western,21:20,12,8
WR_102,Khar Road,KHAR,Western,21:23,13,2
WR_102,Santacruz,STC,Western,21:25,14,3
WR_102,Vile Parle,VLP,Western,21:28,15,3
WR_102,Andheri,A/AD/ADH,Western,21:33,16,5
WR_102,Jogeshwari,JOS,Western,21:36,17,3
WR_102,Ram Mandir,RMAR,Western,21:39,18,1
WR_102,Goregaon,GMN,Western,21:41,19,2
WR_102,Malad,MDD,Western,21:45,20,2
WR_102,Kandivali,KLE,Western,21:48,21,2
WR_102,Borivali,BO/BVI,Western,21:54,22,5
WR_102,Dahisar,DIC,Western,21:59,23,2
WR_102,Mira Road,MIRA,Western,22:04,24,0
WR_102,Bhayander,BY,Western,22:09,25,0
WR_102,Naigaon,NIG,Western,22:15,26,1
WR_102,Vasai Road,BSR/BS,Western,22:20,27,0
WR_102,Nalla Sopara,NSP,Western,22:25,28,1
WR_102,Virar,VR,Western,22:31,29,1
WR_102,Vaitarna,VTN,Western,22:40,30,0
WR_102,Saphale,SAH,Western,22:48,31,1
WR_102,Kelve Road,KLV,Western,22:56,32,1
WR_102,Palghar,PLG,Western,23:11,33,1
WR_102,Umroli Road,UOI,Western,23:17,34,1
WR_102,Boisar,BOR,Western,23:23,35,1
WR_102,Vangaon,VGN,Western,23:32,36,0
WR_102,Dahanu Road,DRD,Western,23:45,37,0
WR_103,Churchgate,CCG,Western,21:00,1,1
WR_103,Marine Lines,MEL,Western,21:03,2,1
WR_103,Charni Road,CYR,Western,21:05,3,3
WR_103,Grant Road,GTR,Western,21:08,4,1
WR_103,Mumbai Central,MMCT,Western,21:10,5,3
WR_103,Mahalakshmi,MX,Western,21:13,6,2
WR_103,Lower Parel,PL,Western,21:16,7,2
WR_103,Prabhadevi,PBHD,Western,21:19,8,1
WR_103,Dadar,D/DR/DDR,Western,21:21,9,5
WR_103,Matunga Road,MRU,Western,21:23,10,1
WR_103,Mahim Jn,MM,Western,21:26,11,3
WR_103,Bandra,B/BA,Western,21:30,12,7
WR_103,Khar Road,KHAR,Western,21:33,13,2
WR_103,Santacruz,STC,Western,21:35,14,2
WR_103,Vile Parle,VLP,Western,21:38,15,2
WR_103,Andheri,A/AD/ADH,Western,21:43,16,5
WR_103,Jogeshwari,JOS,Western,21:46,17,1
WR_103,Ram Mandir,RMAR,Western,21:49,18,3
WR_103,Goregaon,GMN,Western,21:51,19,2
WR_103,Malad,MDD,Western,21:55,20,1
WR_103,Kandivali,KLE,Western,21:58,21,3
WR_103,Borivali,BO/BVI,Western,22:04,22,4
WR_103,Dahisar,DIC,Western,22:09,23,1
WR_103,Mira Road,MIRA,Western,22:14,24,1
WR_103,Bhayander,BY,Western,22:19,25,0
WR_103,Naigaon,NIG,Western,22:25,26,1
WR_103,Vasai Road,BSR/BS,Western,22:30,27,0
WR_103,Nalla Sopara,NSP,Western,22:35,28,1
WR_103,Virar,VR,Western,22:41,29,0
WR_103,Vaitarna,VTN,Western,22:50,30,1
WR_103,Saphale,SAH,Western,22:58,31,1
WR_103,Kelve Road,KLV,Western,23:06,32,0
WR_103,Palghar,PLG,Western,23:21,33,0
WR_103,Umroli Road,UOI,Western,23:27,34,1
WR_103,Boisar,BOR,Western,23:33,35,1
WR_103,Vangaon,VGN,Western,23:42,36,1
WR_103,Dahanu Road,DRD,Western,23:55,37,0
WR_104,Churchgate,CCG,Western,21:10,1,3
WR_104,Marine Lines,MEL,Western,21:13,2,2
WR_104,Charni Road,CYR,Western,21:15,3,3
WR_104,Grant Road,GTR,Western,21:18,4,2
WR_104,Mumbai Central,MMCT,Western,21:20,5,2
WR_104,Mahalakshmi,MX,Western,21:23,6,1
WR_104,Lower Parel,PL,Western,21:26,7,1
WR_104,Prabhadevi,PBHD,Western,21:29,8,3
WR_104,Dadar,D/DR/DDR,Western,21:31,9,5
WR_104,Matunga Road,MRU,Western,21:33,10,1
WR_104,Mahim Jn,MM,Western,21:36,11,3
WR_104,Bandra,B/BA,Western,21:40,12,8
WR_104,Khar Road,KHAR,Western,21:43,13,3
WR_104,Santacruz,STC,Western,21:45,14,2
WR_104,Vile Parle,VLP,Western,21:48,15,2
WR_104,Andheri,A/AD/ADH,Western,21:53,16,8
WR_104,Jogeshwari,JOS,Western,21:56,17,3
WR_104,Ram Mandir,RMAR,Western,21:59,18,3
WR_104,Goregaon,GMN,Western,22:01,19,0
WR_104,Malad,MDD,Western,22:05,20,1
WR_104,Kandivali,KLE,Western,22:08,21,0
WR_104,Borivali,BO/BVI,Western,22:14,22,5
WR_104,Dahisar,DIC,Western,22:19,23,0
WR_104,Mira Road,MIRA,Western,22:24,24,1
WR_104,Bhayander,BY,Western,22:29,25,1
WR_104,Naigaon,NIG,Western,22:35,26,1
WR_104,Vasai Road,BSR/BS,Western,22:40,27,1
WR_104,Nalla Sopara,NSP,Western,22:45,28,1
WR_104,Virar,VR,Western,22:51,29,0
WR_104,Vaitarna,VTN,Western,23:00,30,1
WR_104,Saphale,SAH,Western,23:08,31,0
WR_104,Kelve Road,KLV,Western,23:16,32,0
WR_104,Palghar,PLG,Western,23:31,33,0
WR_104,Umroli Road,UOI,Western,23:37,34,0
WR_104,Boisar,BOR,Western,23:43,35,0
WR_104,Vangaon,VGN,Western,23:52,36,1
WR_104,Dahanu Road,DRD,Western,00:05,37,1
WR_105,Churchgate,CCG,Western,21:20,1,3
WR_105,Marine Lines,MEL,Western,21:23,2,1
WR_105,Charni Road,CYR,Western,21:25,3,3
WR_105,Grant Road,GTR,Western,21:28,4,1
WR_105,Mumbai Central,MMCT,Western,21:30,5,1
WR_105,Mahalakshmi,MX,Western,21:33,6,3
WR_105,Lower Parel,PL,Western,21:36,7,1
WR_105,Prabhadevi,PBHD,Western,21:39,8,2
WR_105,Dadar,D/DR/DDR,Western,21:41,9,5
WR_105,Matunga Road,MRU,Western,21:43,10,1
WR_105,Mahim Jn,MM,Western,21:46,11,2
WR_105,Bandra,B/BA,Western,21:50,12,8
WR_105,Khar Road,KHAR,Western,21:53,13,1
WR_105,Santacruz,STC,Western,21:55,14,2
WR_105,Vile Parle,VLP,Western,21:58,15,2
WR_105,Andheri,A/AD/ADH,Western,22:03,16,4
WR_105,Jogeshwari,JOS,Western,22:06,17,0
WR_105,Ram Mandir,RMAR,Western,22:09,18,0
WR_105,Goregaon,GMN,Western,22:11,19,0
WR_105,Malad,MDD,Western,22:15,20,1
WR_105,Kandivali,KLE,Western,22:18,21,1
